Dato og tid;Inne på teknisk rom;Temp;Relativ fuktighet;Duggpunkt;Ute;Tempu;Relativfuktighetu;Duggpunktu;;
27.07.2022 00:00;;18,8;54;9,3;;10,5;95;9,7;;
27.07.2022 02:00;;18,8;54;9,3;;10;95;9,2;;
27.07.2022 04:00;;18,7;53;9;;10;87;7,9;;
27.07.2022 06:00;;18,6;53;8,9;;10;90;8,4;;
27.07.2022 08:00;;18,6;53;8,9;;10,9;88;9;;
27.07.2022 10:00;;18,7;53;9;;12,8;78;9,1;;
27.07.2022 12:00;;18,9;52;8,9;;16;65;9,4;;
27.07.2022 14:00;;18,9;52;8,9;;14,3;71;9,1;;
27.07.2022 16:00;;18,8;52;8,8;;13,3;74;8,8;;
27.07.2022 18:00;;18,7;52;8,7;;13,1;73;8,4;;
27.07.2022 20:00;;18,8;52;8,8;;12,4;72;7,5;;
27.07.2022 22:00;;18,7;52;8,7;;11,5;81;8,4;;
28.07.2022 00:00;;18,6;52;8,6;;10,7;83;7,9;;
28.07.2022 02:00;;18,6;52;8,6;;9,5;90;8;;
28.07.2022 04:00;;18,4;52;8,4;;7,4;93;6,4;;
28.07.2022 06:00;;18,4;52;8,4;;6,9;95;6,2;;
28.07.2022 08:00;;18,3;52;8,3;;8,7;91;7,3;;
28.07.2022 10:00;;18,4;52;8,4;;11,9;80;8,6;;
28.07.2022 12:00;;18,6;52;8,6;;15,7;64;8,9;;
28.07.2022 14:00;;18,8;51;8,5;;19,5;52;9,4;;
28.07.2022 16:00;;19;50;8,4;;27,1;36;10,8;;
28.07.2022 18:00;;19,3;49;8,3;;32,7;28;11,8;;
28.07.2022 20:00;;19,6;49;8,6;;30;32;11,5;;
28.07.2022 22:00;;19,4;49;8,4;;15,4;68;9,5;;
29.07.2022 00:00;;19,2;50;8,6;;11,7;84;9,1;;
29.07.2022 02:00;;19;51;8,7;;10,2;89;8,5;;
29.07.2022 04:00;;18,8;51;8,5;;9,3;91;7,9;;
29.07.2022 06:00;;18,6;51;8,3;;9,6;93;8,5;;
29.07.2022 08:00;;18,6;51;8,3;;12;88;10,1;;
29.07.2022 10:00;;18,8;51;8,5;;15,8;74;11,2;;
29.07.2022 12:00;;19;51;8,7;;18,6;63;11,4;;
29.07.2022 14:00;;19,1;50;8,5;;22,7;53;12,7;;
29.07.2022 16:00;;19,3;51;8,9;;25,4;46;13;;
29.07.2022 18:00;;19,6;51;9,2;;29,1;39;13,8;;
29.07.2022 20:00;;19,6;51;9,2;;19,4;62;12;;
29.07.2022 22:00;;19,4;52;9,3;;16;75;11,6;;
30.07.2022 00:00;;19,3;52;9,2;;13,5;85;11;;
30.07.2022 02:00;;19,1;52;9;;12,6;90;11;;
30.07.2022 04:00;;19;52;8,9;;11,7;92;10,5;;
30.07.2022 06:00;;18,9;53;9,1;;11,3;94;10,4;;
30.07.2022 08:00;;18,8;53;9;;11,6;94;10,7;;
30.07.2022 10:00;;18,9;52;8,9;;14,1;89;12,3;;
30.07.2022 12:00;;19;52;8,9;;17,5;79;13,8;;
30.07.2022 14:00;;19,2;52;9,1;;24;54;14,1;;
30.07.2022 16:00;;19,5;52;9,4;;22,3;57;13,4;;
30.07.2022 18:00;;19,8;51;9,4;;37,7;29;16,7;;
30.07.2022 20:00;;19,8;51;9,4;;20,3;63;13,1;;
30.07.2022 22:00;;19,8;52;9,7;;18;75;13,5;;
31.07.2022 00:00;;19,6;52;9,5;;16,6;83;13,7;;
31.07.2022 02:00;;19,5;52;9,4;;15,3;90;13,7;;
31.07.2022 04:00;;19,4;52;9,3;;14,9;93;13,8;;
31.07.2022 06:00;;19,4;52;9,3;;15,3;92;14;;
31.07.2022 08:00;;19,3;53;9,5;;14,8;87;12,7;;
31.07.2022 10:00;;19,2;53;9,4;;13,9;85;11,4;;
31.07.2022 12:00;;19,2;53;9,4;;13,2;86;10,9;;
31.07.2022 14:00;;19,1;53;9,3;;14,2;78;10,4;;
31.07.2022 16:00;;19;53;9,2;;13,6;77;9,7;;
31.07.2022 18:00;;18,9;53;9,1;;12,5;81;9,3;;
31.07.2022 20:00;;18,9;53;9,1;;11,6;91;10,2;;
31.07.2022 22:00;;18,8;53;9;;10,8;94;9,9;;
01.08.2022 00:00;;18,8;53;9;;10,9;94;10;;
01.08.2022 02:00;;18,7;53;9;;10,8;94;9,9;;
01.08.2022 06:00;;18,6;53;8,9;;10,7;92;9,5;;
01.08.2022 08:00;;18,6;53;8,9;;11,4;92;10,2;;
01.08.2022 10:00;;18,6;53;8,9;;13,5;85;11;;
01.08.2022 12:00;;18,9;52;8,9;;16,2;69;10,5;;
01.08.2022 14:00;;19,2;51;8,8;;23;45;10,5;;
01.08.2022 16:00;;19,4;50;8,7;;20,1;49;9,1;;
01.08.2022 18:00;;19,4;50;8,7;;16,7;57;8,2;;
01.08.2022 20:00;;19,5;49;8,5;;25,2;38;9,9;;
01.08.2022 22:00;;19,4;50;8,7;;12,6;75;8,3;;
02.08.2022 00:00;;19,2;50;8,6;;10,4;85;8;;
02.08.2022 02:00;;18,9;51;8,6;;8,7;90;7,2;;
02.08.2022 04:00;;18,8;52;8,8;;7,8;92;6,6;;
02.08.2022 06:00;;18,6;52;8,6;;8,2;91;6,8;;
02.08.2022 08:00;;18,6;52;8,6;;10,9;82;8;;
02.08.2022 10:00;;18,7;51;8,4;;15,2;66;8,9;;
02.08.2022 12:00;;18,8;50;8,2;;17,7;56;8,8;;
02.08.2022 14:00;;19;49;8,1;;18,3;51;8;;
02.08.2022 16:00;;18,9;48;7,7;;13,9;78;10,1;;
02.08.2022 18:00;;18,8;48;7,6;;13,8;82;10,8;;
02.08.2022 20:00;;18,8;49;7,9;;16,4;69;10,7;;
02.08.2022 22:00;;18,9;49;8;;16,6;68;10,7;;
03.08.2022 00:00;;19;49;8,1;;17,1;64;10,3;;
03.08.2022 02:00;;19;49;8,1;;17,3;65;10,7;;
03.08.2022 04:00;;19;49;8,1;;17,8;63;10,7;;
03.08.2022 06:00;;19;49;8,1;;17,1;73;12,2;;
03.08.2022 08:00;;19;50;8,4;;14,8;92;13,5;;
03.08.2022 10:00;;19;50;8,4;;17,4;86;15,1;;
03.08.2022 12:00;;19;51;8,7;;15,6;93;14,5;;
03.08.2022 14:00;;19;51;8,7;;19,3;82;16,2;;
03.08.2022 16:00;;19,3;51;8,9;;22,4;68;16,2;;
03.08.2022 18:00;;19,5;51;9,1;;20;72;14,8;;
03.08.2022 20:00;;19,4;52;9,3;;17,3;82;14,2;;
03.08.2022 22:00;;19,3;52;9,2;;15,6;90;14;;
04.08.2022 00:00;;19,2;52;9,1;;14,8;94;13,9;;
04.08.2022 02:00;;19,1;52;9;;14,2;95;13,4;;
04.08.2022 04:00;;19;53;9,2;;13,8;93;12,7;;
04.08.2022 06:00;;18,9;53;9,1;;12,9;91;11,5;;
04.08.2022 08:00;;18,8;53;9;;12,7;91;11,3;;
04.08.2022 10:00;;18,7;54;9,2;;13,3;88;11,4;;
04.08.2022 12:00;;18,7;53;9;;13,6;84;11;;
04.08.2022 14:00;;18,8;53;9;;14,2;83;11,4;;
04.08.2022 16:00;;18,6;53;8,9;;12,4;91;11;;
04.08.2022 18:00;;18,6;53;8,9;;12;91;10,6;;
04.08.2022 20:00;;18,6;53;8,9;;11,8;93;10,7;;
04.08.2022 22:00;;18,6;53;8,9;;11,4;94;10,5;;
05.08.2022 00:00;;18,5;53;8,8;;10,7;96;10,1;;
05.08.2022 02:00;;18,5;53;8,8;;10,9;96;10,3;;
05.08.2022 04:00;;18,4;54;8,9;;10,2;94;9,3;;
05.08.2022 06:00;;18,4;54;8,9;;9,4;97;9;;
05.08.2022 08:00;;18,3;54;8,9;;10,3;96;9,7;;
05.08.2022 10:00;;18,4;53;8,7;;13,1;90;11,5;;
05.08.2022 12:00;;18,5;53;8,8;;15,1;75;10,7;;
05.08.2022 14:00;;18,7;52;8,7;;22,8;44;9,9;;
05.08.2022 16:00;;19,1;51;8,8;;30,5;27;9,4;;
05.08.2022 18:00;;19,3;50;8,6;;36,1;22;11,1;;
05.08.2022 20:00;;19,4;49;8,4;;20,2;36;4,7;;
05.08.2022 22:00;;19,2;50;8,6;;14,4;52;4,7;;
06.08.2022 00:00;;18,9;50;8,3;;12,7;70;7,4;;
06.08.2022 02:00;;18,8;51;8,5;;12,1;74;7,6;;
06.08.2022 04:00;;18,6;51;8,3;;11,9;73;7,2;;
06.08.2022 06:00;;18,5;51;8,2;;11,3;82;8,4;;
06.08.2022 08:00;;18,5;52;8,5;;10,9;89;9,2;;
06.08.2022 10:00;;18,4;52;8,4;;11,5;88;9,6;;
06.08.2022 12:00;;18,4;52;8,4;;12,4;84;9,8;;
06.08.2022 14:00;;18,5;51;8,2;;14;70;8,6;;
06.08.2022 16:00;;18,5;51;8,2;;13,7;73;9;;
06.08.2022 18:00;;18,4;51;8,1;;13,6;70;8,2;;
06.08.2022 20:00;;18,4;51;8,1;;13,8;68;8;;
06.08.2022 22:00;;18,4;51;8,1;;12,5;75;8,2;;
07.08.2022 00:00;;18,4;51;8,1;;11,4;85;9;;
07.08.2022 02:00;;18,3;51;8;;10,5;88;8,6;;
07.08.2022 04:00;;18,2;52;8,2;;8,4;93;7,3;;
07.08.2022 06:00;;18,1;52;8,1;;8,5;93;7,4;;
07.08.2022 08:00;;18,1;52;8,1;;11,6;82;8,6;;
07.08.2022 10:00;;18,2;52;8,2;;14,4;69;8,8;;
07.08.2022 12:00;;18,4;51;8,1;;18,5;59;10,4;;
07.08.2022 14:00;;18,6;51;8,3;;23,7;41;9,7;;
07.08.2022 16:00;;18,8;50;8,2;;32,1;32;13,4;;
07.08.2022 18:00;;18,9;50;8,3;;19,1;56;10,1;;
07.08.2022 20:00;;18,8;50;8,2;;16,8;67;10,7;;
07.08.2022 22:00;;18,7;51;8,4;;15,3;77;11,3;;
08.08.2022 00:00;;18,6;51;8,3;;13,9;89;12,1;;
08.08.2022 02:00;;18,5;51;8,2;;13;92;11,7;;
08.08.2022 04:00;;18,5;51;8,2;;13;94;12,1;;
08.08.2022 06:00;;18,4;52;8,4;;13,4;94;12,5;;
08.08.2022 08:00;;18,4;52;8,4;;14,3;91;12,9;;
08.08.2022 10:00;;18,4;54;8,9;;16,7;83;13,8;;
08.08.2022 12:00;;18,5;55;9,3;;17,2;80;13,7;;
08.08.2022 14:00;;18,8;55;9,6;;21,9;58;13,3;;
08.08.2022 16:00;;19,1;54;9,6;;29,6;38;13,8;;
08.08.2022 18:00;;19,2;54;9,7;;19,9;61;12,2;;
08.08.2022 20:00;;19,1;54;9,6;;17,9;69;12,2;;
08.08.2022 22:00;;19;54;9,5;;16,3;80;12,9;;
09.08.2022 00:00;;18,9;54;9,4;;15,4;87;13,3;;
09.08.2022 02:00;;18,8;54;9,3;;14,6;92;13,3;;
09.08.2022 04:00;;18,8;54;9,3;;14,3;94;13,4;;
09.08.2022 06:00;;18,7;54;9,2;;14,2;95;13,4;;
09.08.2022 08:00;;18,7;56;9,8;;14,6;95;13,8;;
09.08.2022 10:00;;18,7;58;10,3;;15,7;92;14,4;;
09.08.2022 12:00;;18,7;59;10,5;;16,9;85;14,4;;
09.08.2022 14:00;;18,8;60;10,9;;17,9;81;14,6;;
09.08.2022 16:00;;18,8;60;10,9;;19,9;76;15,6;;
09.08.2022 18:00;;18,9;59;10,7;;18,3;83;15,4;;
09.08.2022 20:00;;19;58;10,6;;15,8;89;14;;
09.08.2022 22:00;;18,9;58;10,5;;15;93;13,9;;
10.08.2022 00:00;;18,8;58;10,4;;14,6;94;13,7;;
10.08.2022 02:00;;18,8;58;10,4;;14,6;94;13,7;;
10.08.2022 04:00;;18,8;57;10,1;;14,6;95;13,8;;
10.08.2022 06:00;;18,8;57;10,1;;14,5;95;13,7;;
10.08.2022 08:00;;18,7;59;10,5;;16,3;90;14,7;;
10.08.2022 10:00;;18,9;59;10,7;;22;57;13,1;;
10.08.2022 12:00;;19,3;55;10,1;;23,5;49;12,2;;
10.08.2022 14:00;;19,6;54;10,1;;25,3;45;12,5;;
10.08.2022 16:00;;20;53;10,2;;29,6;35;12,6;;
10.08.2022 18:00;;23,1;46;10,9;;32,9;28;12;;
10.08.2022 20:00;;21,6;48;10,1;;25,8;41;11,6;;
10.08.2022 22:00;;20,4;51;10;;23,3;47;11,4;;
11.08.2022 00:00;;20,2;52;10,1;;19,2;70;13,6;;
11.08.2022 02:00;;20;54;10,4;;15,9;90;14,3;;
11.08.2022 04:00;;19,7;54;10,2;;15,4;90;13,8;;
11.08.2022 06:00;;19,6;55;10,3;;14,8;90;13,2;;
11.08.2022 08:00;;19,8;55;10,5;;15,8;91;14,4;;
11.08.2022 10:00;;20,1;55;10,8;;17;81;13,7;;
11.08.2022 12:00;;20,3;55;11;;17;78;13,2;;
11.08.2022 14:00;;20,6;54;11;;17,3;78;13,4;;
11.08.2022 16:00;;20,4;55;11,1;;16,3;85;13,8;;
11.08.2022 18:00;;20,3;55;11;;15,9;87;13,8;;
11.08.2022 20:00;;19,7;56;10,7;;14;94;13,1;;
11.08.2022 22:00;;19,5;57;10,8;;13,6;96;13;;
12.08.2022 00:00;;19,4;58;10,9;;13,6;97;13,1;;
12.08.2022 02:00;;19,4;58;10,9;;13,7;96;13,1;;
12.08.2022 04:00;;19,3;57;10,6;;13,8;97;13,3;;
12.08.2022 06:00;;19,3;57;10,6;;13,6;97;13,1;;
12.08.2022 08:00;;19,4;57;10,7;;14,2;96;13,6;;
12.08.2022 10:00;;20;56;11;;15,6;91;14,2;;
12.08.2022 12:00;;20,6;55;11,3;;17,8;82;14,7;;
12.08.2022 14:00;;24;46;11,7;;21,2;71;15,8;;
12.08.2022 16:00;;25,6;43;12,1;;24,3;56;15;;
12.08.2022 18:00;;21,7;52;11,4;;17,9;76;13,6;;
12.08.2022 20:00;;20,2;56;11,2;;15,3;84;12,6;;
12.08.2022 22:00;;19,6;57;10,9;;14,5;88;12,6;;
13.08.2022 00:00;;19,5;57;10,8;;13,9;93;12,8;;
13.08.2022 02:00;;19,4;58;10,9;;13,8;95;13;;
13.08.2022 04:00;;19,3;58;10,9;;14;94;13,1;;
13.08.2022 06:00;;19,2;57;10,5;;14,1;94;13,2;;
13.08.2022 08:00;;19,4;57;10,7;;14,7;93;13,6;;
13.08.2022 10:00;;19,9;56;10,9;;16;88;14;;
13.08.2022 12:00;;20,5;54;10,9;;16,5;84;13,8;;
13.08.2022 14:00;;20,6;54;11;;16,1;85;13,6;;
13.08.2022 16:00;;20,2;54;10,6;;15,5;86;13,2;;
13.08.2022 18:00;;19,9;55;10,6;;14,8;89;13;;
13.08.2022 20:00;;19,7;56;10,7;;15,2;88;13,2;;
13.08.2022 22:00;;19,4;57;10,7;;14,6;90;13;;
14.08.2022 00:00;;19,3;57;10,6;;14,4;91;13;;
14.08.2022 02:00;;19,2;57;10,5;;14,2;93;13,1;;
14.08.2022 04:00;;19,2;57;10,5;;13,4;94;12,5;;
14.08.2022 06:00;;19,2;57;10,5;;12,7;96;12,1;;
14.08.2022 08:00;;19,4;56;10,4;;13,5;94;12,6;;
14.08.2022 10:00;;19,8;55;10,5;;16;86;13,7;;
14.08.2022 12:00;;20,4;54;10,8;;20,2;70;14,6;;
14.08.2022 14:00;;24,1;44;11,1;;24,5;59;16;;
14.08.2022 16:00;;26,9;38;11,4;;34,5;36;17,3;;
14.08.2022 18:00;;25,8;40;11,2;;37,9;30;17,4;;
14.08.2022 20:00;;22,5;49;11,3;;22,9;61;15;;
14.08.2022 22:00;;21;53;11,1;;17,2;82;14,1;;
15.08.2022 00:00;;20,6;54;11;;15,1;89;13,3;;
15.08.2022 02:00;;20,2;55;10,9;;14,1;93;13;;
15.08.2022 04:00;;20;56;11;;14,5;91;13,1;;
15.08.2022 06:00;;19,8;56;10,8;;14,3;94;13,4;;
15.08.2022 08:00;;20;56;11;;16,7;85;14,2;;
15.08.2022 10:00;;20,2;57;11,4;;20;70;14,4;;
15.08.2022 12:00;;21,3;57;12,5;;23,5;63;16,1;;
15.08.2022 14:00;;21,6;56;12,5;;21,9;65;15,1;;
15.08.2022 16:00;;24,8;47;12,8;;27,2;54;17,1;;
15.08.2022 18:00;;24;49;12,7;;30,9;44;17,3;;
15.08.2022 20:00;;22,2;54;12,5;;22,9;66;16,2;;
15.08.2022 22:00;;21,5;56;12,4;;19,4;80;15,9;;
16.08.2022 00:00;;21,4;57;12,6;;17,3;88;15,3;;
16.08.2022 02:00;;21,2;57;12,4;;15,9;92;14,6;;
16.08.2022 04:00;;21;57;12,2;;15,6;94;14,7;;
16.08.2022 06:00;;20,9;57;12,1;;15,6;94;14,7;;
16.08.2022 08:00;;21,1;58;12,5;;16,8;91;15,3;;
16.08.2022 10:00;;21,4;58;12,8;;19,4;82;16,3;;
16.08.2022 12:00;;21,5;58;12,9;;19,5;81;16,2;;
16.08.2022 14:00;;21,8;58;13,2;;20,7;78;16,8;;
16.08.2022 16:00;;21,6;59;13,3;;19,9;81;16,6;;
16.08.2022 18:00;;21,7;58;13,1;;18,9;86;16,5;;
16.08.2022 20:00;;21;60;13;;17;91;15,5;;
16.08.2022 22:00;;20,8;60;12,8;;15,9;95;15,1;;
17.08.2022 00:00;;20,6;60;12,6;;14,4;94;13,5;;
17.08.2022 02:00;;20,4;60;12,4;;13,6;96;13;;
17.08.2022 04:00;;20,2;60;12,2;;12,5;96;11,9;;
17.08.2022 06:00;;20;59;11,8;;11,6;95;10,8;;
17.08.2022 08:00;;19,7;57;11;;11,4;95;10,6;;
17.08.2022 10:00;;19,6;55;10,3;;11,6;93;10,5;;
17.08.2022 12:00;;19,8;53;10;;12,3;88;10,4;;
17.08.2022 14:00;;20,4;50;9,7;;14,4;79;10,8;;
17.08.2022 16:00;;20,4;49;9,4;;14,4;75;10;;
17.08.2022 18:00;;20,4;50;9,7;;14,3;74;9,7;;
17.08.2022 20:00;;19,8;52;9,7;;13,2;78;9,5;;
17.08.2022 22:00;;19,5;53;9,7;;12,5;83;9,7;;
18.08.2022 00:00;;19,4;54;9,9;;12,1;86;9,8;;
18.08.2022 02:00;;19,3;54;9,8;;9,6;94;8,7;;
18.08.2022 04:00;;19,2;55;10;;8,1;96;7,5;;
18.08.2022 06:00;;19;55;9,8;;7,4;97;7;;
18.08.2022 08:00;;18,8;53;9;;9,2;96;8,6;;
18.08.2022 10:00;;18,9;52;8,9;;11,8;88;9,9;;
18.08.2022 12:00;;19,7;50;9;;16,1;73;11,3;;
18.08.2022 14:00;;23;43;9,8;;19,1;63;11,9;;
18.08.2022 16:00;;26,2;37;10,4;;29,7;39;14,3;;
18.08.2022 18:00;;22,4;45;9,9;;22,3;53;12,3;;
18.08.2022 20:00;;20,8;49;9,7;;16,2;76;12;;
18.08.2022 22:00;;19,9;52;9,8;;14,2;82;11,2;;
19.08.2022 00:00;;19,5;53;9,7;;13,9;81;10,7;;
19.08.2022 02:00;;19,4;53;9,6;;12,9;87;10,8;;
19.08.2022 04:00;;19,2;54;9,7;;11,6;92;10,4;;
19.08.2022 06:00;;19,1;54;9,6;;10,9;95;10,1;;
19.08.2022 08:00;;19;54;9,5;;11,7;94;10,8;;
19.08.2022 10:00;;19,5;54;10;;15,4;83;12,5;;
19.08.2022 12:00;;20;54;10,4;;18;74;13,3;;
19.08.2022 14:00;;21,2;51;10,7;;24;53;13,9;;
19.08.2022 16:00;;20,7;51;10,2;;19,5;68;13,5;;
19.08.2022 18:00;;22;49;10,8;;19,1;69;13,3;;
19.08.2022 20:00;;21,2;51;10,7;;17;73;12,1;;
19.08.2022 22:00;;20,1;54;10,5;;15,6;80;12,2;;
20.08.2022 00:00;;19,8;54;10,2;;14;90;12,4;;
20.08.2022 02:00;;19,7;55;10,4;;13,9;92;12,6;;
20.08.2022 04:00;;19,6;55;10,3;;13,6;95;12,8;;
20.08.2022 06:00;;19,6;55;10,3;;13,1;95;12,3;;
20.08.2022 08:00;;19,6;55;10,3;;13;97;12,6;;
20.08.2022 10:00;;19,9;54;10,3;;14,4;92;13,1;;
20.08.2022 12:00;;20,7;52;10,5;;17;83;14,1;;
20.08.2022 14:00;;23,3;46;11,1;;21,2;70;15,5;;
20.08.2022 16:00;;23,5;44;10,6;;23,9;57;14,9;;
20.08.2022 18:00;;25,6;40;11;;37,4;28;15,9;;
20.08.2022 20:00;;22,2;49;11;;19,5;66;13;;
20.08.2022 22:00;;21;52;10,8;;14,2;86;11,9;;
21.08.2022 00:00;;20,6;53;10,7;;13;90;11,4;;
21.08.2022 02:00;;20,2;54;10,6;;12,6;91;11,2;;
21.08.2022 04:00;;20;54;10,4;;11,4;93;10,3;;
21.08.2022 06:00;;19,9;55;10,6;;11,5;94;10,6;;
21.08.2022 08:00;;19,9;55;10,6;;13,9;88;12;;
21.08.2022 10:00;;20,5;53;10,6;;16;83;13,1;;
21.08.2022 12:00;;20,8;52;10,6;;16,6;78;12,8;;
21.08.2022 14:00;;21,8;50;10,9;;19,7;71;14,3;;
21.08.2022 16:00;;24,8;43;11,4;;26,8;48;14,9;;
21.08.2022 18:00;;21,1;52;10,9;;13,9;84;11,3;;
21.08.2022 20:00;;20,5;52;10,3;;13,2;89;11,4;;
21.08.2022 22:00;;20,2;54;10,6;;11,8;94;10,9;;
22.08.2022 00:00;;20;54;10,4;;11,6;94;10,7;;
22.08.2022 02:00;;19,8;55;10,5;;11,1;96;10,5;;
22.08.2022 04:00;;19,7;55;10,4;;10,4;98;10,1;;
22.08.2022 06:00;;19,6;55;10,3;;10,1;98;9,8;;
22.08.2022 08:00;;19,5;54;10;;11;97;10,6;;
22.08.2022 10:00;;19,7;52;9,6;;14,3;89;12,5;;
22.08.2022 12:00;;20,3;48;9;;16,5;66;10,1;;
22.08.2022 14:00;;22,5;41;8,6;;18,8;55;9,6;;
22.08.2022 16:00;;22,4;40;8,2;;18,2;56;9,3;;
22.08.2022 18:00;;21,5;43;8,4;;17;63;9,9;;
22.08.2022 20:00;;21;45;8,6;;15,7;69;10;;
22.08.2022 22:00;;20,1;47;8,5;;11,4;85;9;;
23.08.2022 00:00;;19,7;49;8,7;;9,9;91;8,5;;
23.08.2022 02:00;;19,5;50;8,8;;9,9;92;8,7;;
23.08.2022 04:00;;19,4;50;8,7;;9,5;94;8,6;;
23.08.2022 06:00;;19,3;51;8,9;;9,8;94;8,9;;
23.08.2022 08:00;;19,2;50;8,6;;10,9;91;9,5;;
23.08.2022 10:00;;19,5;50;8,8;;13,3;85;10,8;;
23.08.2022 12:00;;19,7;49;8,7;;18,9;63;11,7;;
23.08.2022 14:00;;24,3;38;9,1;;25;41;10,9;;
23.08.2022 16:00;;26,2;33;8,7;;33,1;32;14,2;;
23.08.2022 18:00;;22,4;42;8,9;;25;42;11,2;;
23.08.2022 20:00;;21,5;44;8,8;;19,6;62;12,1;;
23.08.2022 22:00;;20,6;47;8,9;;14,1;82;11,1;;
24.08.2022 00:00;;20,1;48;8,8;;11,7;88;9,8;;
24.08.2022 02:00;;19,9;49;8,9;;10,7;92;9,5;;
24.08.2022 04:00;;19,7;50;9;;10,6;93;9,5;;
24.08.2022 06:00;;19,6;50;8,9;;11,1;92;9,9;;
24.08.2022 08:00;;19,6;50;8,9;;13,4;85;10,9;;
24.08.2022 10:00;;20,1;50;9,4;;17,3;74;12,6;;
24.08.2022 12:00;;20,8;49;9,7;;22;56;12,8;;
24.08.2022 14:00;;26;39;11;;28,3;41;13,8;;
24.08.2022 16:00;;25,2;41;11;;28,5;42;14,4;;
24.08.2022 18:00;;25,7;39;10,7;;37,3;29;16,3;;
24.08.2022 20:00;;22,2;47;10,4;;23,9;49;12,6;;
24.08.2022 22:00;;21,5;49;10,4;;22,1;53;12,1;;
25.08.2022 00:00;;21,3;50;10,5;;21,8;53;11,8;;
25.08.2022 02:00;;21,2;50;10,4;;21,2;57;12,4;;
25.08.2022 04:00;;21,2;51;10,7;;20,9;55;11,5;;
25.08.2022 06:00;;21,1;51;10,6;;21,1;55;11,7;;
25.08.2022 08:00;;21,5;49;10,4;;22;54;12,3;;
25.08.2022 10:00;;21,6;51;11,1;;19,5;73;14,6;;
25.08.2022 12:00;;21,8;54;12,1;;19,3;78;15,4;;
25.08.2022 14:00;;23,3;52;12,9;;22,2;69;16,3;;
25.08.2022 16:00;;24,8;48;13,1;;22,7;65;15,8;;
25.08.2022 18:00;;23,3;52;12,9;;22,8;66;16,1;;
25.08.2022 20:00;;22;55;12,6;;19,2;77;15,1;;
25.08.2022 22:00;;21,5;56;12,4;;17,2;86;14,9;;
26.08.2022 00:00;;21,2;56;12,1;;16,3;90;14,7;;
26.08.2022 02:00;;21,1;57;12,3;;15,4;93;14,3;;
26.08.2022 04:00;;21;57;12,2;;14,4;96;13,8;;
26.08.2022 06:00;;21;57;12,2;;16;87;13,9;;
26.08.2022 08:00;;20,8;55;11,5;;15,6;80;12,2;;
26.08.2022 10:00;;20,8;54;11,2;;15,4;82;12,4;;
26.08.2022 12:00;;20,8;53;10,9;;15,6;80;12,2;;
26.08.2022 14:00;;21;53;11,1;;15,9;83;13;;
26.08.2022 16:00;;20,9;54;11,3;;15,1;88;13,1;;
26.08.2022 18:00;;20,7;54;11,1;;14,6;82;11,6;;
26.08.2022 20:00;;20,6;54;11;;15;78;11,2;;
26.08.2022 22:00;;20,5;54;10,9;;14,2;85;11,7;;
27.08.2022 00:00;;20,5;54;10,9;;13,5;92;12,2;;
27.08.2022 02:00;;20,4;54;10,8;;13,2;90;11,6;;
27.08.2022 04:00;;20,4;54;10,8;;13,1;86;10,8;;
27.08.2022 06:00;;20,3;54;10,7;;12,2;88;10,3;;
27.08.2022 08:00;;20,4;54;10,8;;11,3;94;10,4;;
27.08.2022 10:00;;20,7;54;11,1;;14,1;88;12,2;;
27.08.2022 12:00;;21,2;52;11;;15,8;72;10,8;;
27.08.2022 14:00;;21,5;51;11;;16;70;10,6;;
27.08.2022 16:00;;21,6;50;10,8;;16,8;66;10,4;;
27.08.2022 18:00;;20,9;51;10,4;;14,3;74;9,7;;
27.08.2022 20:00;;20,6;52;10,4;;13,1;84;10,5;;
27.08.2022 22:00;;20,4;54;10,8;;12,5;89;10,8;;
28.08.2022 00:00;;20,2;54;10,6;;11,8;88;9,9;;
28.08.2022 02:00;;20,1;54;10,5;;11,3;92;10,1;;
28.08.2022 04:00;;20;54;10,4;;10,7;92;9,5;;
28.08.2022 06:00;;19,9;54;10,3;;10,8;89;9,1;;
28.08.2022 08:00;;20;53;10,2;;11;90;9,4;;
28.08.2022 10:00;;20,4;52;10,2;;12,7;79;9,2;;
28.08.2022 12:00;;21,2;50;10,4;;15,1;69;9,5;;
28.08.2022 14:00;;23,9;43;10,6;;18,8;57;10,1;;
28.08.2022 16:00;;21,9;47;10,1;;16;64;9,2;;
28.08.2022 18:00;;20,8;49;9,7;;14,3;71;9,1;;
28.08.2022 20:00;;20,3;50;9,6;;13,7;73;9;;
28.08.2022 22:00;;20,1;51;9,7;;12,9;78;9,2;;
29.08.2022 00:00;;20;52;9,9;;12,4;83;9,6;;
29.08.2022 02:00;;20;52;9,9;;11,8;87;9,7;;
29.08.2022 04:00;;19,9;52;9,8;;10,7;91;9,3;;
29.08.2022 06:00;;19,8;52;9,7;;9,1;93;8;;
29.08.2022 08:00;;19,4;51;9;;9,5;92;8,3;;
29.08.2022 10:00;;19,4;50;8,7;;11,9;87;9,8;;
29.08.2022 12:00;;19,7;49;8,7;;15;75;10,6;;
29.08.2022 14:00;;25,1;38;9,8;;19,6;56;10,6;;
29.08.2022 16:00;;27,4;32;9,3;;28,4;35;11,5;;
29.08.2022 18:00;;22,3;42;8,8;;21,1;50;10,3;;
29.08.2022 20:00;;21,1;45;8,7;;15,7;65;9,2;;
29.08.2022 22:00;;20,3;48;9;;13,3;73;8,6;;
30.08.2022 00:00;;19,9;49;8,9;;11,9;83;9,1;;
