Dato og tid;Inne på teknisk rom;Temp;Relativ fuktighet;Duggpunkt;Ute;Tempu;Relativfuktighetu;Duggpunktu;;
30.03.2022 02:00;;15,4;35;0;;-4,5;83;-7;;
30.03.2022 04:00;;15,3;35;-0,1;;-5,2;82;-7,8;;
30.03.2022 06:00;;15,2;35;-0,1;;-4,4;81;-7,2;;
30.03.2022 08:00;;14,7;31;-2,2;;-3,6;64;-9,4;;
30.03.2022 10:00;;14,7;27;-4,1;;-1,8;55;-9,7;;
30.03.2022 12:00;;15,2;26;-4,2;;1,5;67;-4;;
30.03.2022 14:00;;17,1;26;-2,5;;6,1;53;-2,8;;
30.03.2022 16:00;;16,7;27;-2,4;;5,7;53;-3,1;;
30.03.2022 18:00;;16,1;28;-2,4;;3,7;59;-3,6;;
30.03.2022 20:00;;15,6;30;-1,9;;1,8;72;-2,7;;
30.03.2022 22:00;;15,2;30;-2,2;;0,5;84;-1,9;;
31.03.2022 00:00;;15,2;31;-1,8;;0,3;86;-1,8;;
31.03.2022 02:00;;15,2;31;-1,8;;0,3;85;-1,9;;
31.03.2022 04:00;;15,2;31;-1,8;;0,4;84;-2;;
31.03.2022 06:00;;15,1;32;-1,5;;0;92;-1,1;;
31.03.2022 08:00;;15;33;-1,1;;0,8;89;-0,8;;
31.03.2022 10:00;;15,2;34;-0,5;;2,3;83;-0,3;;
31.03.2022 12:00;;16,3;33;0;;4,7;73;0,3;;
31.03.2022 14:00;;18,4;30;0,5;;6,2;61;-0,8;;
31.03.2022 16:00;;17,9;29;-0,4;;8,4;54;-0,4;;
31.03.2022 18:00;;17;31;-0,2;;5,5;58;-2,1;;
31.03.2022 20:00;;16,2;32;-0,5;;3,2;69;-1,9;;
31.03.2022 22:00;;15,5;33;-0,7;;0,9;84;-1,5;;
01.04.2022 00:00;;15,3;34;-0,5;;0,3;87;-1,6;;
01.04.2022 02:00;;15,3;34;-0,5;;0;86;-2,1;;
01.04.2022 04:00;;15,3;34;-0,5;;-0,5;88;-2,2;;
01.04.2022 06:00;;15,3;35;-0,1;;-0,9;88;-2,6;;
01.04.2022 08:00;;15;34;-0,7;;-1,3;87;-3,2;;
01.04.2022 10:00;;15,2;33;-1;;1,6;78;-1,8;;
01.04.2022 12:00;;15,6;31;-1,5;;4,9;67;-0,7;;
01.04.2022 14:00;;21,4;23;-0,6;;15,2;32;-1,4;;
01.04.2022 16:00;;23,3;19;-1,6;;24,7;17;-2;;
01.04.2022 18:00;;17,9;26;-1,9;;9,9;34;-5,2;;
01.04.2022 20:00;;16,6;28;-2;;3,8;46;-6,8;;
01.04.2022 22:00;;16;30;-1,6;;0,9;62;-5,6;;
02.04.2022 00:00;;15,6;30;-1,9;;-1,2;72;-5,6;;
02.04.2022 02:00;;15,5;31;-1,5;;-0,7;63;-6,9;;
02.04.2022 04:00;;15,4;31;-1,6;;-0,2;58;-7,5;;
02.04.2022 06:00;;15,4;32;-1,2;;-0,2;56;-7,9;;
02.04.2022 08:00;;15,5;32;-1,1;;-1,3;73;-5,5;;
02.04.2022 10:00;;15,7;31;-1,4;;0,5;70;-4,3;;
02.04.2022 12:00;;16;32;-0,7;;0,8;81;-2,1;;
02.04.2022 14:00;;16,1;31;-1;;2,7;83;0,1;;
02.04.2022 16:00;;16,5;30;-1,1;;5,3;71;0,5;;
02.04.2022 18:00;;16,1;31;-1;;2,9;77;-0,7;;
02.04.2022 20:00;;15,6;32;-1;;2,2;81;-0,7;;
02.04.2022 22:00;;15,4;33;-0,8;;1,8;82;-0,9;;
03.04.2022 00:00;;15,3;33;-0,9;;1,2;91;-0,1;;
03.04.2022 02:00;;15,2;33;-1;;1,3;89;-0,3;;
03.04.2022 04:00;;15,3;33;-0,9;;1;90;-0,5;;
03.04.2022 06:00;;15,3;33;-0,9;;0,8;92;-0,4;;
03.04.2022 08:00;;15,4;33;-0,8;;1,2;91;-0,1;;
03.04.2022 10:00;;15,6;33;-0,6;;1,9;89;0,3;;
03.04.2022 12:00;;16,1;33;-0,2;;3,7;83;1,1;;
03.04.2022 14:00;;16,7;32;-0,1;;4,6;80;1,5;;
03.04.2022 16:00;;16,3;33;0;;3,7;81;0,7;;
03.04.2022 18:00;;16;33;-0,2;;3;85;0,7;;
03.04.2022 20:00;;15,4;34;-0,4;;2;87;0,1;;
03.04.2022 22:00;;15,3;34;-0,5;;1,2;91;-0,1;;
04.04.2022 00:00;;15,3;34;-0,5;;1;92;-0,2;;
04.04.2022 02:00;;15,3;35;-0,1;;0,9;93;-0,1;;
04.04.2022 04:00;;15,3;35;-0,1;;0,8;93;-0,2;;
04.04.2022 06:00;;15,4;35;0;;0,7;94;-0,2;;
04.04.2022 08:00;;15,1;35;-0,2;;1;92;-0,2;;
04.04.2022 10:00;;15,6;34;-0,2;;3,4;77;-0,2;;
04.04.2022 12:00;;16;33;-0,2;;2,8;74;-1,4;;
04.04.2022 14:00;;17,9;29;-0,4;;6,5;59;-0,9;;
04.04.2022 16:00;;18,8;27;-0,6;;7,6;55;-0,9;;
04.04.2022 18:00;;16,6;30;-1;;2,3;72;-2,2;;
04.04.2022 20:00;;15,4;33;-0,8;;0;89;-1,6;;
04.04.2022 22:00;;15,1;33;-1;;-0,1;88;-1,8;;
05.04.2022 00:00;;15;34;-0,7;;0;82;-2,7;;
05.04.2022 02:00;;15;34;-0,7;;-0,6;87;-2,5;;
05.04.2022 04:00;;15;34;-0,7;;-0,5;91;-1,8;;
05.04.2022 06:00;;15;34;-0,7;;-1,8;92;-2,9;;
05.04.2022 08:00;;14,6;34;-1,1;;-0,7;88;-2,4;;
05.04.2022 10:00;;14,8;33;-1,3;;2,2;65;-3,7;;
05.04.2022 12:00;;15,6;29;-2,4;;2,6;66;-3,1;;
05.04.2022 14:00;;15,1;31;-1,9;;1,7;77;-1,9;;
05.04.2022 16:00;;14,8;33;-1,3;;0,7;88;-1,1;;
05.04.2022 18:00;;15;33;-1,1;;1,8;77;-1,8;;
05.04.2022 20:00;;14,7;34;-1;;0;88;-1,8;;
05.04.2022 22:00;;14,5;34;-1,2;;0,3;83;-2,2;;
06.04.2022 00:00;;14,4;34;-1,2;;0,3;88;-1,5;;
06.04.2022 02:00;;14,5;34;-1,2;;-0,1;89;-1,7;;
06.04.2022 04:00;;14,6;34;-1,1;;-0,5;87;-2,4;;
06.04.2022 06:00;;14,6;35;-0,7;;-1,4;92;-2,5;;
06.04.2022 08:00;;14,4;34;-1,2;;-0,8;91;-2,1;;
06.04.2022 10:00;;14,8;34;-0,9;;3,3;72;-1,3;;
06.04.2022 12:00;;16,1;30;-1,5;;9,9;46;-1,2;;
06.04.2022 14:00;;20,6;23;-1,2;;17,5;30;-0,2;;
06.04.2022 16:00;;23,4;18;-2,2;;25,9;18;-0,2;;
06.04.2022 18:00;;21,9;21;-1,4;;---;---;---;;
06.04.2022 20:00;;18,2;26;-1,6;;5,3;39;-7,5;;
06.04.2022 22:00;;16,7;28;-1,9;;-1;58;-8,2;;
07.04.2022 00:00;;15,8;30;-1,7;;-3,3;69;-8,2;;
07.04.2022 02:00;;15,4;30;-2,1;;-4,9;74;-8,8;;
07.04.2022 04:00;;15,2;31;-1,8;;-5,3;70;-9,9;;
07.04.2022 06:00;;15;32;-1,5;;-6,5;75;-10,2;;
07.04.2022 08:00;;14,6;29;-3,2;;-5,2;74;-9,1;;
07.04.2022 10:00;;14,5;27;-4,3;;-1,8;61;-8,3;;
07.04.2022 12:00;;15;24;-5,4;;3,9;39;-8,8;;
07.04.2022 14:00;;21,4;17;-4,6;;14,2;24;-6,1;;
07.04.2022 16:00;;23,2;16;-4;;21,8;17;-4,3;;
07.04.2022 18:00;;22,4;17;-3,8;;27,1;10;-7,1;;
07.04.2022 20:00;;18,5;23;-3;;7,2;29;-9,7;;
07.04.2022 22:00;;16,9;25;-3,2;;-0,1;45;-10,6;;
08.04.2022 00:00;;16;26;-3,5;;-2,6;58;-9,7;;
08.04.2022 02:00;;15,6;27;-3,3;;-3,6;66;-9;;
08.04.2022 04:00;;15,4;28;-3;;-3,1;66;-8,6;;
08.04.2022 06:00;;15,3;28;-3,1;;-3;66;-8,5;;
08.04.2022 08:00;;15;27;-3,8;;-2;65;-7,7;;
08.04.2022 10:00;;15,3;26;-4,1;;1,3;56;-6,5;;
08.04.2022 12:00;;16,3;25;-3,8;;6,8;38;-6,5;;
08.04.2022 14:00;;17,2;24;-3,5;;7,3;39;-5,7;;
08.04.2022 16:00;;18,1;23;-3,3;;6,9;37;-6,8;;
08.04.2022 18:00;;16,8;25;-3,3;;3,6;60;-3,4;;
08.04.2022 20:00;;15,8;27;-3,1;;1,1;79;-2,1;;
08.04.2022 22:00;;15,2;28;-3,2;;0,6;79;-2,6;;
09.04.2022 00:00;;15;29;-2,9;;0;92;-1,1;;
09.04.2022 02:00;;14,9;30;-2,5;;1,9;81;-1;;
09.04.2022 04:00;;14,9;30;-2,5;;1,4;88;-0,4;;
09.04.2022 06:00;;14,8;30;-2,6;;1,1;89;-0,5;;
09.04.2022 08:00;;14,9;31;-2,1;;1,7;87;-0,2;;
09.04.2022 10:00;;15,2;31;-1,8;;3,7;76;-0,1;;
09.04.2022 12:00;;15,3;31;-1,7;;1,7;89;0,1;;
09.04.2022 14:00;;15,8;30;-1,7;;3,3;85;1;;
09.04.2022 16:00;;15,4;31;-1,6;;2,9;87;1;;
09.04.2022 18:00;;15;33;-1,1;;2,7;89;1,1;;
09.04.2022 20:00;;14,7;34;-1;;2,4;93;1,4;;
09.04.2022 22:00;;14,6;34;-1,1;;2,6;93;1,6;;
10.04.2022 00:00;;14,6;35;-0,7;;3;93;2;;
10.04.2022 02:00;;14,5;35;-0,8;;2,5;95;1,8;;
10.04.2022 04:00;;14,5;36;-0,4;;2;96;1,4;;
10.04.2022 06:00;;14,4;36;-0,5;;3,3;93;2,3;;
10.04.2022 08:00;;14,4;36;-0,5;;3,3;94;2,4;;
10.04.2022 10:00;;14,6;36;-0,3;;2,9;95;2,2;;
10.04.2022 12:00;;14,9;36;0;;3,9;94;3;;
10.04.2022 14:00;;15,8;34;0;;5,2;86;3,1;;
10.04.2022 16:00;;15;36;0,1;;4,2;89;2,6;;
10.04.2022 18:00;;15,3;35;-0,1;;4,5;84;2;;
10.04.2022 20:00;;14,7;36;-0,2;;2,1;93;1,1;;
10.04.2022 22:00;;14,4;36;-0,5;;3,1;82;0,3;;
11.04.2022 00:00;;14,4;36;-0,5;;1,9;88;0,1;;
11.04.2022 02:00;;14,4;36;-0,5;;1,3;93;0,3;;
11.04.2022 04:00;;14,3;36;-0,6;;1,3;92;0,1;;
11.04.2022 06:00;;14,2;36;-0,6;;1,4;89;-0,2;;
11.04.2022 08:00;;14,2;36;-0,6;;2;86;-0,1;;
11.04.2022 10:00;;14,8;35;-0,5;;3,5;78;0;;
11.04.2022 12:00;;15,1;34;-0,6;;4,2;73;-0,2;;
11.04.2022 14:00;;15,2;33;-1;;5,2;69;0;;
11.04.2022 16:00;;15,3;33;-0,9;;5,6;64;-0,7;;
11.04.2022 18:00;;15,2;33;-1;;4,5;72;-0,1;;
11.04.2022 20:00;;14,8;34;-0,9;;3,4;76;-0,4;;
11.04.2022 22:00;;14,8;34;-0,9;;2,2;84;-0,2;;
12.04.2022 00:00;;14,7;35;-0,6;;1,7;87;-0,2;;
12.04.2022 02:00;;14,7;35;-0,6;;1,6;89;0;;
12.04.2022 04:00;;14,7;35;-0,6;;1,4;89;-0,2;;
12.04.2022 06:00;;14,7;35;-0,6;;1,2;90;-0,3;;
12.04.2022 08:00;;15;35;-0,3;;2,8;87;0,9;;
12.04.2022 10:00;;15,6;34;-0,2;;4,8;69;-0,4;;
12.04.2022 12:00;;16,1;33;-0,2;;8,5;46;-2,5;;
12.04.2022 14:00;;20,2;27;0,6;;14,6;34;-1,1;;
12.04.2022 16:00;;19,5;27;0;;15;32;-1,5;;
12.04.2022 18:00;;17,6;30;-0,2;;10,9;37;-3,2;;
12.04.2022 20:00;;16,3;33;0;;6,9;50;-2,8;;
12.04.2022 22:00;;15,6;34;-0,2;;4,2;66;-1,6;;
13.04.2022 00:00;;15,4;34;-0,4;;3;70;-1,9;;
13.04.2022 02:00;;15,2;35;-0,1;;1,7;77;-1,9;;
13.04.2022 04:00;;15,2;35;-0,1;;1,6;77;-2;;
13.04.2022 06:00;;15,1;35;-0,2;;2;76;-1,8;;
13.04.2022 08:00;;15,4;35;0;;3,7;74;-0,5;;
13.04.2022 10:00;;16,1;34;0,3;;7,4;56;-0,8;;
13.04.2022 12:00;;17;32;0,2;;10,9;41;-1,8;;
13.04.2022 14:00;;18,4;30;0,5;;12,5;42;-0,1;;
13.04.2022 16:00;;22,4;24;0,9;;23;25;1,9;;
13.04.2022 18:00;;20;27;0,5;;21,4;25;0,6;;
13.04.2022 20:00;;18,2;31;0,8;;14,3;37;-0,2;;
13.04.2022 22:00;;16,8;33;0,5;;4,8;64;-1,4;;
14.04.2022 00:00;;16,2;34;0,3;;2,3;74;-1,9;;
14.04.2022 02:00;;15,8;35;0,4;;0,8;80;-2,3;;
14.04.2022 04:00;;15,6;35;0,2;;0;84;-2,4;;
14.04.2022 06:00;;15,4;35;0;;-0,8;87;-2,7;;
14.04.2022 08:00;;15,6;35;0,2;;0,4;85;-1,8;;
14.04.2022 10:00;;15,9;35;0,5;;3,3;77;-0,3;;
14.04.2022 12:00;;16,3;34;0,4;;8;58;0,2;;
14.04.2022 14:00;;22;25;1,1;;15,7;38;1,4;;
14.04.2022 16:00;;24,1;23;1,7;;29,8;19;3,7;;
14.04.2022 18:00;;23;24;1,4;;31,6;16;2,8;;
14.04.2022 20:00;;19,6;29;1,1;;19,4;28;0,4;;
14.04.2022 22:00;;17,6;32;0,7;;5,5;61;-1,4;;
15.04.2022 00:00;;16,8;33;0,5;;3,2;66;-2,5;;
15.04.2022 02:00;;16,4;34;0,5;;1,6;74;-2,5;;
15.04.2022 04:00;;16,2;35;0,7;;1;75;-2,9;;
15.04.2022 06:00;;16;35;0,6;;0,5;77;-3,1;;
15.04.2022 08:00;;16,1;35;0,7;;2,2;70;-2,7;;
15.04.2022 10:00;;16,4;34;0,5;;6,1;47;-4,4;;
15.04.2022 12:00;;16,9;34;1;;10,6;37;-3,5;;
15.04.2022 14:00;;22,5;25;1,5;;18;26;-1,8;;
15.04.2022 16:00;;23,8;24;2;;26,3;17;-0,7;;
15.04.2022 18:00;;21,5;26;1,2;;24,5;20;0,1;;
15.04.2022 20:00;;19,2;30;1,2;;15,3;32;-1,3;;
15.04.2022 22:00;;17,9;32;1;;7,4;56;-0,8;;
16.04.2022 00:00;;17,2;33;0,8;;5,2;69;0;;
16.04.2022 02:00;;16,8;34;0,9;;2,3;76;-1,5;;
16.04.2022 04:00;;16,6;34;0,7;;1,4;78;-2;;
16.04.2022 06:00;;16,4;35;0,9;;0,9;80;-2,2;;
16.04.2022 08:00;;16,6;34;0,7;;2,3;78;-1,1;;
16.04.2022 10:00;;16,8;34;0,9;;6,3;49;-3,6;;
16.04.2022 12:00;;17,3;33;0,9;;12,2;35;-2,8;;
16.04.2022 14:00;;23,1;25;2;;20,9;21;-2,2;;
16.04.2022 16:00;;24,4;23;2;;29,5;15;0,2;;
16.04.2022 18:00;;21,8;26;1,5;;27;18;0,7;;
16.04.2022 20:00;;19;31;1,5;;12,7;49;2,3;;
16.04.2022 22:00;;18;32;1,1;;6,7;57;-1,2;;
17.04.2022 00:00;;17,4;33;1;;4,5;62;-2,1;;
17.04.2022 02:00;;17,1;34;1,1;;3,2;72;-1,4;;
17.04.2022 04:00;;16,9;34;1;;2,8;74;-1,4;;
17.04.2022 06:00;;16,8;34;0,9;;2,5;73;-1,8;;
17.04.2022 08:00;;17;34;1;;4,4;69;-0,8;;
17.04.2022 10:00;;17,2;33;0,8;;8,3;57;0,3;;
17.04.2022 12:00;;18;32;1,1;;14,9;27;-3,9;;
17.04.2022 14:00;;21,3;27;1,6;;19,6;23;-2,1;;
17.04.2022 16:00;;22,4;26;2;;25,1;19;-0,1;;
17.04.2022 18:00;;23;25;1,9;;32,7;14;1,8;;
17.04.2022 20:00;;19,4;31;1,9;;16,6;34;0,7;;
17.04.2022 22:00;;18,4;32;1,4;;10,3;52;0,9;;
18.04.2022 00:00;;17,9;33;1,4;;7,3;64;1;;
18.04.2022 02:00;;17,6;33;1,2;;5,9;70;0,9;;
18.04.2022 04:00;;17,4;34;1,4;;4,4;79;1,1;;
18.04.2022 06:00;;17,2;34;1,2;;3,8;81;0,8;;
18.04.2022 08:00;;17,4;34;1,4;;5,1;79;1,8;;
18.04.2022 10:00;;17,6;34;1,6;;9,6;61;2,5;;
18.04.2022 12:00;;18;33;1,5;;16;35;0,6;;
18.04.2022 14:00;;23,6;25;2,5;;20,1;36;4,6;;
18.04.2022 16:00;;26;22;2,7;;32,6;19;6;;
18.04.2022 18:00;;24,5;23;2;;34,6;15;4,2;;
18.04.2022 20:00;;21,3;29;2,6;;25,4;24;3,4;;
18.04.2022 22:00;;19,3;32;2,2;;9,2;54;0,4;;
19.04.2022 00:00;;18,5;33;1,9;;5,9;67;0,2;;
19.04.2022 02:00;;18;34;1,9;;4,3;70;-0,7;;
19.04.2022 04:00;;17,7;34;1,7;;3,1;80;0;;
19.04.2022 06:00;;17,6;35;2;;2,9;78;-0,6;;
19.04.2022 08:00;;17,5;34;1,5;;5,3;70;0,3;;
19.04.2022 10:00;;17,6;32;0,7;;11,1;40;-2;;
19.04.2022 12:00;;18,2;28;-0,6;;16,3;27;-2,7;;
19.04.2022 14:00;;24;21;0,4;;23,1;19;-1,8;;
19.04.2022 16:00;;26,4;17;-0,6;;35,7;11;0,7;;
19.04.2022 18:00;;24,8;20;0,3;;38,1;9;1,2;;
19.04.2022 20:00;;21,7;24;0,3;;22,5;27;2,6;;
19.04.2022 22:00;;19,7;27;0,2;;10,1;49;-0,1;;
20.04.2022 00:00;;18,9;28;0;;6,2;64;-0,1;;
20.04.2022 02:00;;18,4;30;0,5;;4,2;72;-0,4;;
20.04.2022 04:00;;18,2;31;0,8;;3,4;76;-0,4;;
20.04.2022 06:00;;18;31;0,6;;2,5;81;-0,4;;
20.04.2022 08:00;;17,8;32;0,9;;4,5;77;0,8;;
20.04.2022 10:00;;17,9;33;1,4;;8,7;61;1,6;;
20.04.2022 12:00;;18,3;31;0,9;;14,2;42;1,5;;
20.04.2022 14:00;;24;24;2,2;;18,6;32;1,6;;
20.04.2022 16:00;;26,3;21;2,3;;29,7;22;5,8;;
20.04.2022 18:00;;24,9;23;2,4;;32,1;19;5,6;;
20.04.2022 20:00;;21,6;27;1,8;;24,2;29;5,1;;
20.04.2022 22:00;;19,8;31;2,2;;9,2;56;0,9;;
21.04.2022 00:00;;19,1;32;2;;6,1;67;0,4;;
21.04.2022 02:00;;18,6;33;2;;4,5;73;0,1;;
21.04.2022 04:00;;18,4;34;2,3;;3,6;79;0,3;;
21.04.2022 06:00;;18,2;34;2,1;;3,2;79;-0,1;;
21.04.2022 08:00;;18,1;34;2;;5,5;78;2;;
21.04.2022 10:00;;18,2;34;2,1;;9,9;59;2,3;;
21.04.2022 12:00;;18,7;33;2,1;;13,3;47;2,2;;
21.04.2022 14:00;;24,3;25;3;;20,3;34;4;;
21.04.2022 16:00;;26,5;22;3,1;;29,7;21;5,1;;
21.04.2022 18:00;;25,2;24;3,2;;35,7;15;5,1;;
21.04.2022 20:00;;22,1;29;3,3;;25,1;26;4,3;;
21.04.2022 22:00;;20,3;31;2,6;;10,9;52;1,4;;
22.04.2022 00:00;;19,6;32;2,5;;7,5;66;1,6;;
22.04.2022 02:00;;19,1;33;2,5;;5,5;72;0,9;;
22.04.2022 04:00;;18,8;34;2,6;;4,1;79;0,8;;
22.04.2022 06:00;;18,6;34;2,5;;2,8;84;0,4;;
22.04.2022 08:00;;18,3;34;2,2;;4,7;81;1,7;;
22.04.2022 10:00;;18,4;34;2,3;;8,2;68;2,7;;
22.04.2022 12:00;;18,8;34;2,6;;12,4;59;4,6;;
22.04.2022 14:00;;24,4;27;4,2;;17,4;44;5;;
22.04.2022 16:00;;26,8;23;4;;27,2;26;6,1;;
22.04.2022 18:00;;24,8;25;3,5;;29,7;22;5,8;;
22.04.2022 20:00;;22;30;3,7;;23,3;27;3,3;;
22.04.2022 22:00;;20,2;33;3,4;;8,8;62;1,9;;
23.04.2022 00:00;;19,4;34;3,2;;6;71;1,1;;
23.04.2022 02:00;;19;35;3,2;;4;77;0,3;;
23.04.2022 04:00;;18,7;36;3,3;;3;81;0,1;;
23.04.2022 06:00;;18,6;36;3,3;;2,3;84;-0,1;;
23.04.2022 08:00;;18,8;35;3;;4,4;79;1,1;;
23.04.2022 10:00;;19;35;3,2;;7,3;73;2,8;;
23.04.2022 12:00;;19,2;34;3;;12;53;2,7;;
23.04.2022 14:00;;24,8;26;4;;18,4;35;2,7;;
23.04.2022 16:00;;27,2;22;3,7;;28,9;20;3,7;;
23.04.2022 18:00;;25;25;3,6;;32,1;17;4;;
23.04.2022 20:00;;22,6;29;3,7;;26,2;21;2,2;;
23.04.2022 22:00;;20,6;32;3,4;;9,2;53;0,1;;
24.04.2022 00:00;;19,8;33;3,1;;6;65;-0,1;;
24.04.2022 02:00;;19,3;34;3,1;;4,9;68;-0,5;;
24.04.2022 04:00;;19,2;35;3,4;;7,1;56;-1,1;;
24.04.2022 06:00;;19,1;35;3,3;;7,3;53;-1,6;;
24.04.2022 08:00;;19,4;34;3,2;;8,2;50;-1,6;;
24.04.2022 10:00;;19,6;33;2,9;;10;43;-2;;
24.04.2022 12:00;;19,9;32;2,7;;14,3;35;-0,9;;
24.04.2022 14:00;;25,4;24;3,4;;22,8;24;1,2;;
24.04.2022 16:00;;27,7;21;3,4;;32;14;1,2;;
24.04.2022 18:00;;26,3;23;3,5;;32,8;18;5,4;;
24.04.2022 20:00;;23,1;28;3,6;;24,2;23;1,8;;
24.04.2022 22:00;;21;31;3,3;;10;52;0,6;;
25.04.2022 00:00;;20,2;32;3;;6,8;64;0,5;;
25.04.2022 02:00;;19,7;33;3;;4,6;71;-0,2;;
25.04.2022 04:00;;19,4;34;3,2;;3,2;77;-0,4;;
25.04.2022 06:00;;19,3;34;3,1;;5,4;76;1,5;;
25.04.2022 08:00;;18,9;34;2,7;;6,4;75;2,3;;
25.04.2022 10:00;;18,7;35;3;;7,3;74;3;;
25.04.2022 12:00;;19,1;34;2,9;;9,1;64;2,7;;
25.04.2022 14:00;;19,8;33;3,1;;10,8;59;3,1;;
25.04.2022 16:00;;20,3;33;3,5;;10,8;64;4,3;;
25.04.2022 18:00;;19,4;34;3,2;;8,2;77;4,4;;
25.04.2022 20:00;;18,8;35;3;;7;81;4;;
25.04.2022 22:00;;18,5;36;3,2;;7,1;69;1,8;;
26.04.2022 00:00;;18,6;36;3,3;;6,5;66;0,6;;
26.04.2022 02:00;;18,6;36;3,3;;6;61;-0,9;;
26.04.2022 04:00;;18,5;36;3,2;;5,7;62;-1;;
26.04.2022 06:00;;18,5;36;3,2;;4,7;71;-0,1;;
26.04.2022 08:00;;18,4;33;1,9;;6,4;57;-1,5;;
26.04.2022 10:00;;18,4;30;0,5;;8,1;50;-1,7;;
26.04.2022 12:00;;18,7;28;-0,2;;7,8;57;-0,2;;
26.04.2022 14:00;;20,4;27;0,8;;8,5;57;0,5;;
26.04.2022 16:00;;19,9;27;0,4;;10;46;-1,1;;
26.04.2022 18:00;;19,5;28;0,5;;10,1;41;-2,5;;
26.04.2022 20:00;;18,8;30;0,9;;7;50;-2,7;;
26.04.2022 22:00;;18,1;31;0,7;;4,7;57;-3,1;;
27.04.2022 00:00;;18;32;1,1;;4;59;-3,3;;
27.04.2022 02:00;;17,8;32;0,9;;3,6;58;-3,9;;
27.04.2022 04:00;;17,7;33;1,2;;3,2;61;-3,6;;
27.04.2022 06:00;;17,7;33;1,2;;2,4;67;-3,1;;
27.04.2022 08:00;;17,6;32;0,7;;3,9;66;-1,9;;
27.04.2022 10:00;;17,7;31;0,4;;6,2;54;-2,4;;
27.04.2022 12:00;;18,2;27;-1,1;;10;37;-4;;
27.04.2022 14:00;;21,4;22;-1,2;;13,5;31;-3,3;;
27.04.2022 16:00;;20,4;23;-1,4;;11,7;34;-3,6;;
27.04.2022 18:00;;18,7;26;-1,2;;7,9;51;-1,6;;
27.04.2022 20:00;;17,8;27;-1,4;;4,5;76;0,6;;
27.04.2022 22:00;;17,6;28;-1,1;;2,3;86;0,2;;
28.04.2022 00:00;;17,4;29;-0,8;;2,3;88;0,5;;
28.04.2022 02:00;;17,4;30;-0,3;;4,6;84;2,1;;
28.04.2022 04:00;;17,2;31;-0,1;;4,4;79;1,1;;
28.04.2022 06:00;;17,2;32;0,4;;4,8;70;-0,2;;
28.04.2022 08:00;;17,1;31;-0,1;;5,7;64;-0,6;;
28.04.2022 10:00;;17,1;32;0,3;;5,2;76;1,3;;
28.04.2022 12:00;;17,2;34;1,2;;5,2;80;2;;
28.04.2022 14:00;;17,3;34;1,3;;5,6;79;2,3;;
28.04.2022 16:00;;17,5;33;1,1;;6,6;73;2,1;;
28.04.2022 18:00;;17,3;33;0,9;;6,7;67;1;;
28.04.2022 20:00;;17,1;34;1,1;;6,5;65;0,4;;
28.04.2022 22:00;;16,9;34;1;;5,2;73;0,8;;
29.04.2022 00:00;;16,9;34;1;;4,5;76;0,6;;
29.04.2022 02:00;;16,9;34;1;;4;79;0,7;;
29.04.2022 04:00;;16,9;34;1;;3,9;86;1,8;;
29.04.2022 06:00;;16,8;35;1,3;;3,3;89;1,7;;
29.04.2022 08:00;;16,6;35;1,1;;3,6;89;2;;
29.04.2022 10:00;;16,8;36;1,7;;5,4;83;2,8;;
29.04.2022 12:00;;17,4;36;2,2;;7,4;75;3,3;;
29.04.2022 14:00;;17,4;35;1,8;;7,6;64;1,2;;
29.04.2022 16:00;;20,1;30;2;;12,8;50;2,7;;
29.04.2022 18:00;;18,1;33;1,6;;9,8;58;1,9;;
29.04.2022 20:00;;17,4;34;1,4;;7,6;66;1,7;;
29.04.2022 22:00;;17,1;35;1,5;;5,7;78;2,2;;
30.04.2022 00:00;;17;35;1,4;;4,6;86;2,5;;
30.04.2022 02:00;;17;35;1,4;;4,3;86;2,2;;
30.04.2022 04:00;;16,9;35;1,4;;4,4;87;2,4;;
30.04.2022 06:00;;16,8;35;1,3;;2,5;93;1,5;;
30.04.2022 08:00;;17,1;35;1,5;;3,6;92;2,4;;
30.04.2022 10:00;;17,6;35;2;;7,2;79;3,8;;
30.04.2022 12:00;;18,8;33;2,2;;12,4;50;2,3;;
30.04.2022 14:00;;18,8;33;2,2;;11,2;43;-0,9;;
30.04.2022 16:00;;20;30;1,9;;13,1;41;0,2;;
30.04.2022 18:00;;18,6;33;2;;10,5;50;0,5;;
30.04.2022 20:00;;17,9;34;1,8;;8,7;57;0,7;;
30.04.2022 22:00;;17,5;34;1,5;;7;65;0,9;;
01.05.2022 00:00;;17,4;35;1,8;;5,7;69;0,5;;
01.05.2022 02:00;;17,3;35;1,7;;3,2;80;0,1;;
01.05.2022 04:00;;17,2;35;1,6;;2,1;80;-1;;
01.05.2022 06:00;;17,2;36;2;;1,8;81;-1,1;;
01.05.2022 08:00;;17,4;35;1,8;;4;77;0,3;;
01.05.2022 10:00;;17,8;35;2,2;;8,2;56;0;;
01.05.2022 12:00;;18,2;34;2,1;;12,6;43;0,4;;
01.05.2022 14:00;;21,8;28;2,5;;16,8;33;0,5;;
01.05.2022 16:00;;23,4;25;2,3;;22,1;25;1,2;;
01.05.2022 18:00;;22,7;26;2,2;;23,1;29;4,1;;
01.05.2022 20:00;;19,6;31;2;;13,2;50;3;;
01.05.2022 22:00;;18,6;33;2;;9;57;0,9;;
02.05.2022 00:00;;18,1;34;2;;8,6;62;1,7;;
